REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1988-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,264816.0,,,,0
1988-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,295214.0,,,,0
1988-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,228369.0,,,,0
1989-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,191562.0,,,,0
1989-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,248867.0,,,,0
1989-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,360529.0,,,,0
1989-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,378680.0,,,,0
1989-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,437440.0,,,,0
1989-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,395343.0,,,,0
1989-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,301279.0,,,,0
1989-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,377272.0,,,,0
1989-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,307254.0,,,,0
1989-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,362070.0,,,,0
1989-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,310267.0,,,,0
1989-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,216778.0,,,,0
1990-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,252995.0,,,,0
1990-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,266812.0,,,,0
1990-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,403222.0,,,,0
1990-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,373608.0,,,,0
1990-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,449900.0,,,,0
1990-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,438222.0,,,,0
1990-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,319263.0,,,,0
1990-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,355637.0,,,,0
1990-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,293443.0,,,,0
1990-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,356490.0,,,,0
1990-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,284523.0,,,,0
1990-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,221843.0,,,,0
1991-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,177874.0,,,,0
1991-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,261536.0,,,,0
1991-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,352406.0,,,,0
1991-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,398014.0,,,,0
1991-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,417243.0,,,,0
1991-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,374501.0,,,,0
1991-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,334193.0,,,,0
1991-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,334490.0,,,,0
1991-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,280159.0,,,,0
1991-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,349180.0,,,,0
1991-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,281275.0,,,,0
1991-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,228130.0,,,,0
1992-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,228522.0,,,,0
1992-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,264198.0,,,,0
1992-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,404382.0,,,,0
1992-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,418014.0,,,,0
1992-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,408608.0,,,,0
1992-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,387592.0,,,,0
1992-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,358942.0,,,,0
1992-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,348339.0,,,,0
1992-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,378871.0,,,,0
1992-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,364272.0,,,,0
1992-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,276999.0,,,,0
1992-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,215043.0,,,,0
1993-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,173629.0,,,,0
1993-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,224679.0,,,,0
1993-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,366118.0,,,,0
1993-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,391693.0,,,,0
1993-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,397079.0,,,,0
1993-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,319815.0,,,,0
1993-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,322589.0,,,,0
1993-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,346253.0,,,,0
1993-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,341436.0,,,,0
1993-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,274828.0,,,,0
1993-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,228938.0,,,,0
1993-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,173856.0,,,,0
1994-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,146915.0,,,,0
1994-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,165898.0,,,,0
1994-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,256899.0,,,,0
1994-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,268585.0,,,,0
1994-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,245828.0,,,,0
1994-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,211900.0,,,,0
1994-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,201354.0,,,,0
1994-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,209568.0,,,,0
1994-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,210378.0,,,,0
1994-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,162528.0,,,,0
1994-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,136997.0,,,,0
1994-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,129318.0,,,,0
1995-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,82469.0,,,,0
1995-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,85772.0,,,,0
1995-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,149027.0,,,,0
1995-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,142154.0,,,,0
1995-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,169668.0,,,,0
1995-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,145603.0,,,,0
1995-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,114359.0,,,,0
1995-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,158971.0,,,,0
1995-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,135827.0,,,,0
1995-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,129713.0,,,,0
1995-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,97579.0,,,,0
1995-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,81309.0,,,,0
1996-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,45083.0,,,,0
1996-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,62901.0,,,,0
1996-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,102620.0,,,,0
1996-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,95688.0,,,,0
1996-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,114159.0,,,,0
1996-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,136213.0,,,,0
1996-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,105208.0,,,,0
1996-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,95600.0,,,,0
1996-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,86202.0,,,,0
1996-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,104704.0,,,,0
1996-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,92350.0,,,,0
1996-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,77561.0,,,,0
1997-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,58344.0,,,,0
1997-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,78162.0,,,,0
1997-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,109169.0,,,,0
1997-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,133215.0,,,,0
1997-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,137950.0,,,,0
1997-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,124557.0,,,,0
1997-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,133832.0,,,,0
1997-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,126114.0,,,,0
1997-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,141638.0,,,,0
1997-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,165880.0,,,,0
1997-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,140995.0,,,,0
1997-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,169748.0,,,,0
1998-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,75428.0,,,,0
1998-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,146767.0,,,,0
1998-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,214038.0,,,,0
1998-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,224144.0,,,,0
1998-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,200731.0,,,,0
1998-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,173460.0,,,,0
1998-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,189634.0,,,,0
1998-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,204802.0,,,,0
1998-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,190874.0,,,,0
1998-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,183816.0,,,,0
1998-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,158748.0,,,,0
1998-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,147888.0,,,,0
1999-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,92401.0,,,,0
1999-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,107721.0,,,,0
1999-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,181487.0,,,,0
1999-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,236837.0,,,,0
1999-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,216561.0,,,,0
1999-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,229315.0,,,,0
1999-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,213034.0,,,,0
1999-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,204106.0,,,,0
1999-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,221219.0,,,,0
1999-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,203678.0,,,,0
1999-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,175660.0,,,,0
1999-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,164503.0,,,,0
2000-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,104555.0,,,,0
2000-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,131738.0,,,,0
2000-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,225351.0,,,,0
2000-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,247267.0,,,,0
2000-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,262355.0,,,,0
2000-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,229015.0,,,,0
2000-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,210115.0,,,,0
2000-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,276851.0,,,,0
2000-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,252896.0,,,,0
2000-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,192546.0,,,,0
2000-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,169596.0,,,,0
2000-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,128966.0,,,,0
2001-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,109618.0,,,,0
2001-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,117349.0,,,,0
2001-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,226143.0,,,,0
2001-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,271414.0,,,,0
2001-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,326917.0,,,,0
2001-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,268331.0,,,,0
2001-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,244595.0,,,,0
2001-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,313324.0,,,,0
2001-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,295278.0,,,,0
2001-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,266783.0,,,,0
2001-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,250508.0,,,,0
2001-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,192126.0,,,,0
2002-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,173817.0,,,,0
2002-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,187520.0,,,,0
2002-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,289520.0,,,,0
2002-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,373792.0,,,,0
2002-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,414062.0,,,,0
2002-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,325654.0,,,,0
2002-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,291510.0,,,,0
2002-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,326726.0,,,,0
2002-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,307681.0,,,,0
2002-10,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,333272.0,,,,0
2002-11,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,247101.0,,,,0
2002-12,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,230639.0,,,,0
2003-01,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,178744.0,,,,0
2003-02,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,204027.0,,,,0
2003-03,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,287456.0,,,,0
2003-04,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,319616.0,,,,0
2003-05,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,344754.0,,,,0
2003-06,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,270678.0,,,,0
2003-07,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,264556.0,,,,0
2003-08,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,301261.0,,,,0
2003-09,Canada,2016A000011124,Passenger cars,Japan,Dollars,Unadjusted,Dollars,81,thousands,3,v42169930,1.2.4.2.1,250835.0,,,,0
