REF_DATE,GEO,DGUID,Vehicle type,Origin of manufacture,Sales,Seasonal adjustment,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
1999-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14992.0,,,,0
1999-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12224.0,,,,0
1999-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12033.0,,,,0
1999-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14383.0,,,,0
1999-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13189.0,,,,0
1999-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13752.0,,,,0
1999-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16004.0,,,,0
2000-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,10851.0,,,,0
2000-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,10699.0,,,,0
2000-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15794.0,,,,0
2000-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16570.0,,,,0
2000-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18720.0,,,,0
2000-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16351.0,,,,0
2000-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13198.0,,,,0
2000-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14316.0,,,,0
2000-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16202.0,,,,0
2000-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13526.0,,,,0
2000-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13775.0,,,,0
2000-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15544.0,,,,0
2001-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12365.0,,,,0
2001-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,10232.0,,,,0
2001-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16581.0,,,,0
2001-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17137.0,,,,0
2001-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19188.0,,,,0
2001-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18639.0,,,,0
2001-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14279.0,,,,0
2001-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15122.0,,,,0
2001-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15042.0,,,,0
2001-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15247.0,,,,0
2001-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16566.0,,,,0
2001-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17465.0,,,,0
2002-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14645.0,,,,0
2002-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12596.0,,,,0
2002-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17455.0,,,,0
2002-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18742.0,,,,0
2002-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21287.0,,,,0
2002-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20090.0,,,,0
2002-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15647.0,,,,0
2002-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16429.0,,,,0
2002-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16866.0,,,,0
2002-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16164.0,,,,0
2002-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16647.0,,,,0
2002-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18238.0,,,,0
2003-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12550.0,,,,0
2003-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12575.0,,,,0
2003-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16654.0,,,,0
2003-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17415.0,,,,0
2003-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21454.0,,,,0
2003-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17437.0,,,,0
2003-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17111.0,,,,0
2003-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16679.0,,,,0
2003-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16555.0,,,,0
2003-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15574.0,,,,0
2003-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15612.0,,,,0
2003-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14835.0,,,,0
2004-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,11302.0,,,,0
2004-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12395.0,,,,0
2004-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17028.0,,,,0
2004-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18502.0,,,,0
2004-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20063.0,,,,0
2004-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18130.0,,,,0
2004-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15373.0,,,,0
2004-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15922.0,,,,0
2004-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16606.0,,,,0
2004-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16677.0,,,,0
2004-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17150.0,,,,0
2004-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17005.0,,,,0
2005-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,11651.0,,,,0
2005-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14026.0,,,,0
2005-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18460.0,,,,0
2005-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22193.0,,,,0
2005-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20808.0,,,,0
2005-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21327.0,,,,0
2005-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21334.0,,,,0
2005-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19742.0,,,,0
2005-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18417.0,,,,0
2005-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16986.0,,,,0
2005-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18622.0,,,,0
2005-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18795.0,,,,0
2006-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,14458.0,,,,0
2006-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16038.0,,,,0
2006-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20961.0,,,,0
2006-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23427.0,,,,0
2006-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,25907.0,,,,0
2006-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22356.0,,,,0
2006-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21075.0,,,,0
2006-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23266.0,,,,0
2006-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21049.0,,,,0
2006-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19600.0,,,,0
2006-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19007.0,,,,0
2006-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21587.0,,,,0
2007-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16390.0,,,,0
2007-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16333.0,,,,0
2007-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23875.0,,,,0
2007-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23761.0,,,,0
2007-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,26960.0,,,,0
2007-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,25463.0,,,,0
2007-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22236.0,,,,0
2007-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23475.0,,,,0
2007-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19624.0,,,,0
2007-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19132.0,,,,0
2007-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19561.0,,,,0
2007-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20240.0,,,,0
2008-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16968.0,,,,0
2008-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17182.0,,,,0
2008-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22250.0,,,,0
2008-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22597.0,,,,0
2008-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,25514.0,,,,0
2008-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22132.0,,,,0
2008-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20899.0,,,,0
2008-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20298.0,,,,0
2008-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19190.0,,,,0
2008-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18640.0,,,,0
2008-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17286.0,,,,0
2008-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15457.0,,,,0
2009-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13151.0,,,,0
2009-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,11102.0,,,,0
2009-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15152.0,,,,0
2009-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17076.0,,,,0
2009-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18423.0,,,,0
2009-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17229.0,,,,0
2009-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17005.0,,,,0
2009-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16124.0,,,,0
2009-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15893.0,,,,0
2009-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16167.0,,,,0
2009-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13572.0,,,,0
2009-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,15874.0,,,,0
2010-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,12525.0,,,,0
2010-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13770.0,,,,0
2010-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17476.0,,,,0
2010-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18254.0,,,,0
2010-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19293.0,,,,0
2010-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19503.0,,,,0
2010-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18748.0,,,,0
2010-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18491.0,,,,0
2010-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18079.0,,,,0
2010-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16117.0,,,,0
2010-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16009.0,,,,0
2010-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16272.0,,,,0
2011-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13124.0,,,,0
2011-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,13728.0,,,,0
2011-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19544.0,,,,0
2011-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20364.0,,,,0
2011-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20169.0,,,,0
2011-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22212.0,,,,0
2011-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19387.0,,,,0
2011-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20191.0,,,,0
2011-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19426.0,,,,0
2011-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19351.0,,,,0
2011-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,18686.0,,,,0
2011-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17965.0,,,,0
2012-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16217.0,,,,0
2012-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16586.0,,,,0
2012-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22061.0,,,,0
2012-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,20591.0,,,,0
2012-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,24726.0,,,,0
2012-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,23502.0,,,,0
2012-07,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21476.0,,,,0
2012-08,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22013.0,,,,0
2012-09,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22477.0,,,,0
2012-10,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,21117.0,,,,0
2012-11,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,19174.0,,,,0
2012-12,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17845.0,,,,0
2013-01,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,16799.0,,,,0
2013-02,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,17658.0,,,,0
2013-03,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,22032.0,,,,0
2013-04,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,24647.0,,,,0
2013-05,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,26460.0,,,,0
2013-06,Alberta,2016A000248,"Total, new motor vehicles","Total, country of manufacture",Units,Unadjusted,Units,300,units,0,v42169942,10.1.1.1.1,24306.0,,,,0
